Title;Front;Back
0039 Combination Sum;"https://leetcode.com/problems/combination-sum/description/

* algorithms
* Medium (46.82%)
* Total Accepted:    308.9K
* Total Submissions: 659.3K
* Testcase Example:  '[2,3,6,7]\n7'

Given a set of candidate numbers (candidates) (without duplicates) and a target number (target), find all unique combinations in candidates where the candidate numbers sums to target.

The same repeated number may be chosen from candidates unlimited number of times.

Note:


	All numbers (including target) will be positive integers.
	The solution set must not contain duplicate combinations.


Example 1:


Input: candidates = [2,3,6,7], target = 7,
A solution set is:
[
  [7],
  [2,2,3]
]


Example 2:


Input: candidates = [2,3,5], target = 8,
A solution set is:
[
  [2,2,2,2],
  [2,3,3],
  [3,5]
]








";"
思路：广度搜索，$f(n, [a,b,c]) = f(n-a, [a,b,c]) + f(n-b, [b,c]) + f(n-c, [c])$。注意去重，所有包含a的答案，已经在$f[n-a, [a,b,c]]$中包含了，所以$f(n-b,[b-c])$从b开始。

```cpp
class Solution {
public:
    vector<vector<int>> combinationSum(vector<int>& candidates, int target) {
        vector<vector<int>> result; vector<int> path;
        sort(begin(candidates), end(candidates));
        DFS(candidates, 0, target, path, result);
        return move(result);
    }
    
    void DFS(const vector<int>& candidates, int lo, int target, vector<int>& path, vector<vector<int>>& result) {
        if (target == 0) { result.push_back(path); return; }
        for (int i = lo; i < candidates.size(); i++) {
            int candidate = candidates[i];
            if (target < candidate) return;
            path.push_back(candidate);
            DFS(candidates, i, target - candidate, path, result);
            path.pop_back();
        }
    }
};
```


"
0038 Count and Say;"https://leetcode.com/problems/count-and-say/description/

* algorithms
* Easy (39.59%)
* Total Accepted:    261.4K
* Total Submissions: 660.1K
* Testcase Example:  '1'

The count-and-say sequence is the sequence of integers with the first five terms as following:


1.     1
2.     11
3.     21
4.     1211
5.     111221


1 is read off as ""one 1"" or 11.
11 is read off as ""two 1s"" or 21.
21 is read off as ""one 2, then one 1"" or 1211.

Given an integer n where 1 ≤ n ≤ 30, generate the nth term of the count-and-say sequence.

Note: Each term of the sequence of integers will be represented as a string.

 

Example 1:


Input: 1
Output: ""1""


Example 2:


Input: 4
Output: ""1211""







";"
思路：打表记录当前到n的所有可能，时间换空间。转换的时候需要考虑细节情况。

```cpp
class Solution {
public:
    string countAndSay(int n) {
        static vector<string> tbl = {""1"", ""11"", ""21"", ""1211"", ""111221""};
        for (int i = tbl.size(); i < n; i++) {
            tbl.push_back(next(tbl.back()));
        }
        return tbl[n-1];
    }
    
    string next(string& s) {
        int cnt = 1; char ch = s[0]; string next;
        for (int i = 1; i <= s.length(); i++) {
            if (i < s.length() && s[i] == s[i-1]) { 
                cnt++; 
            } else if (i < s.length()) {
                next.append(to_string(cnt)).push_back(ch); 
                cnt = 1; ch = s[i];
            } else { 
                next.append(to_string(cnt)).push_back(ch);  
            }
        }
        return move(next);
    }
};
```


"
0037 Sudoku Solver;"https://leetcode.com/problems/sudoku-solver/description/

* algorithms
* Hard (35.67%)
* Total Accepted:    118.9K
* Total Submissions: 333.2K
* Testcase Example:  '[[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]'

Write a program to solve a Sudoku puzzle by filling the empty cells.

A sudoku solution must satisfy all of the following rules:


	Each of the digits 1-9 must occur exactly once in each row.
	Each of the digits 1-9 must occur exactly once in each column.
	Each of the the digits 1-9 must occur exactly once in each of the 9 3x3 sub-boxes of the grid.


Empty cells are indicated by the character '.'.


A sudoku puzzle...


...and its solution numbers marked in red.

Note:


	The given board contain only digits 1-9 and the character '.'.
	You may assume that the given Sudoku puzzle will have a single unique solution.
	The given board size is always 9x9.







";"
思路：广搜，按位置遍历，搜索'.'所有可能值，然后递归搜索下去，看看是否能够得出可能解，9ms。

```cpp
class Solution {
public:
    void solveSudoku(vector<vector<char>>& board) {
        solveSudoku(board, 0, 0);
    }
    
    bool solveSudoku(vector<vector<char>>& board, int i, int j) {
        if (i == 9)   return true;
        if (board[i][j] != '.') return solveSudoku(board, i=i+(j+1)/9, (j+1)%9);
        
        char tbl[9] = {0}, ch;
        for (int k = 0; k < 9; k++) {
            ch = board[i][k]; if (ch != '.') tbl[ch-'1'] = 1;
            ch = board[k][j]; if (ch != '.') tbl[ch-'1'] = 1;
            ch = board[i/3*3+k/3][j/3*3+k%3];
            if (ch != '.') tbl[ch-'1'] = 1;
        }

        for (int k = 0; k < 9; k++) {
            if (tbl[k] == 1) continue;
            board[i][j] = '1' + k;
            if (solveSudoku(board, i, j)) return true;
        }
        board[i][j] = '.';
        return false;
    }
};
```


"
0036 Valid Sudoku;"https://leetcode.com/problems/valid-sudoku/description/

* algorithms
* Medium (41.94%)
* Total Accepted:    217K
* Total Submissions: 517.1K
* Testcase Example:  '[[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]'

Determine if a 9x9 Sudoku board is valid. Only the filled cells need to be validated according to the following rules:


	Each row must contain the digits 1-9 without repetition.
	Each column must contain the digits 1-9 without repetition.
	Each of the 9 3x3 sub-boxes of the grid must contain the digits 1-9 without repetition.



A partially filled sudoku which is valid.

The Sudoku board could be partially filled, where empty cells are filled with the character '.'.

Example 1:


Input:
[
  [""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],
  [""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],
  [""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],
  [""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],
  [""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],
  [""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],
  [""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],
  [""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],
  [""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]
]
Output: true


Example 2:


Input:
[
  [""8"",""3"",""."",""."",""7"",""."",""."",""."","".""],
  [""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],
  [""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],
  [""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],
  [""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],
  [""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],
  [""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],
  [""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],
  [""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]
]
Output: false
Explanation: Same as Example 1, except with the 5 in the top left corner being 
    modified to 8. Since there are two 8's in the top left 3x3 sub-box, it is invalid.


Note:


	A Sudoku board (partially filled) could be valid but is not necessarily solvable.
	Only the filled cells need to be validated according to the mentioned rules.
	The given board contain only digits 1-9 and the character '.'.
	The given board size is always 9x9.








";"
思路：分别按行、列、3x3遍历，看是否满足无重复的数字即可，9 ms。

```cpp
class Solution {
public:
    bool isValidSudoku(vector<vector<char>>& board) {
        for (int row = 0; row < 9; row++) 
            if (! isValidRowOfSudoku(board, row)) return false;
        for (int col = 0; col < 9; col++) 
            if (! isValidColOfSudoku(board, col)) return false;
        for (int row = 0; row < 9; row += 3) for (int col = 0; col < 9; col += 3) 
            if (! isVaild3x3OfSudoku(board, row, col)) return false;
        return true;
    }
    
    bool isValidRowOfSudoku(vector<vector<char>>& board, int row) {
        char tbl[9]; fill_n(tbl, 9, 1);
        for (int col = 0; col < 9; col++) {
            char ch = board[row][col];
            if      (ch == '.')   continue;
            else if (tbl[ch-'1']) tbl[ch-'1'] = 0;
            else                  return false;
        }
        return true;
    }
 
    bool isValidColOfSudoku(vector<vector<char>>& board, int col) {
        char tbl[9]; fill_n(tbl, 9, 1);
        for (int row = 0; row < 9; row++) {
            char ch = board[row][col];
            if      (ch == '.')   continue;
            else if (tbl[ch-'1']) tbl[ch-'1'] = 0;
            else                  return false;
        }
        return true;
    }
    
    bool isVaild3x3OfSudoku(vector<vector<char>>& board, int row, int col) {
        char tbl[9]; fill_n(tbl, 9, 1);
        for (int i = 0; i < 3; i++) for (int j = 0; j < 3; j++) {
            char ch = board[row+i][col+j];
            if      (ch == '.')   continue;
            else if (tbl[ch-'1']) tbl[ch-'1'] = 0;
            else                  return false;
        }
        return true;
    }
};
```

思路2：根据上面的答案，将三个for循环缩小为一个，19ms，目前看来循环分开效率要高一些。

```cpp
class Solution {
public:
    bool isValidSudoku(vector<vector<char>>& board) {
        for (int i = 0; i < 9; i++) {
            char row[9] = {0}, col[9] = {0}, blk[9] = {0};
            for (int j = 0; j < 9; j++) {
                char ch;
                ch = board[i][j];
                if (ch != '.') if (!row[ch-'1']) row[ch-'1'] = 1; else return false;
                ch = board[j][i];
                if (ch != '.') if (!col[ch-'1']) col[ch-'1'] = 1; else return false;
                ch = board[i/3*3+j/3][i%3*3+j%3];
                if (ch != '.') if (!blk[ch-'1']) blk[ch-'1'] = 1; else return false;
            }
        }
        return true;
    }
};
```


"
0035 Search Insert Position;"https://leetcode.com/problems/search-insert-position/description/

* algorithms
* Easy (40.47%)
* Total Accepted:    365.5K
* Total Submissions: 903.2K
* Testcase Example:  '[1,3,5,6]\n5'

Given a sorted array and a target value, return the index if the target is found. If not, return the index where it would be if it were inserted in order.

You may assume no duplicates in the array.

Example 1:


Input: [1,3,5,6], 5
Output: 2


Example 2:


Input: [1,3,5,6], 2
Output: 1


Example 3:


Input: [1,3,5,6], 7
Output: 4


Example 4:


Input: [1,3,5,6], 0
Output: 0







";"
```cpp
class Solution {
public:
    int searchInsert(vector<int>& nums, int target) {
        int l = 0, h = nums.size(), m;
        while (l < h) {
            m = (l + h) / 2;
            if (nums[m] < target) {
                l = m + 1;
            } else if (nums[m] > target) {
                h = m;
            } else {
                break;
            }
        }
        return (l + h) / 2;
    }
};
```


"
0034 Find First and Last Position of Element in Sorted Array;"https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/description/

* algorithms
* Medium (33.01%)
* Total Accepted:    271K
* Total Submissions: 820.5K
* Testcase Example:  '[5,7,7,8,8,10]\n8'

Given an array of integers nums sorted in ascending order, find the starting and ending position of a given target value.

Your algorithm's runtime complexity must be in the order of O(log n).

If the target is not found in the array, return [-1, -1].

Example 1:


Input: nums = [5,7,7,8,8,10], target = 8
Output: [3,4]

Example 2:


Input: nums = [5,7,7,8,8,10], target = 6
Output: [-1,-1]






";"
```cpp
class Solution {
public:
    vector<int> searchRange(vector<int>& nums, int target) {
        int s = findStartPosition(nums, target);
        if (s == -1) return {-1, -1};
        int e = findEndPosition(nums, target);
        return vector<int>({s, e});
    }
    
    int findStartPosition(vector<int>& nums, int target) {
        int l = 0, h = nums.size(), m, result = -1;
        while (l < h) {
            m = (l + h) / 2;
            if      (nums[m] < target)  { l = m + 1; }
            else if (nums[m] > target)  { h = m; }
            else                        { h = m; result = m; }
        }
        return result;
    }
    
    int findEndPosition(vector<int> &nums, int target) {
        int l = 0, h = nums.size(), m, result = -1;
        while (l < h) {
            m = (l + h) / 2;
            if      (nums[m] < target)  { l = m + 1; }
            else if (nums[m] > target)  { h = m; }
            else                        { l = m + 1; result = m; }
        }
        return result;
    }
};
```


"
0033 Search in Rotated Sorted Array;"https://leetcode.com/problems/search-in-rotated-sorted-array/description/

* algorithms
* Medium (32.66%)
* Total Accepted:    374.2K
* Total Submissions: 1.1M
* Testcase Example:  '[4,5,6,7,0,1,2]\n0'

Suppose an array sorted in ascending order is rotated at some pivot unknown to you beforehand.

(i.e., [0,1,2,4,5,6,7] might become [4,5,6,7,0,1,2]).

You are given a target value to search. If found in the array return its index, otherwise return -1.

You may assume no duplicate exists in the array.

Your algorithm's runtime complexity must be in the order of O(log n).

Example 1:


Input: nums = [4,5,6,7,0,1,2], target = 0
Output: 4


Example 2:


Input: nums = [4,5,6,7,0,1,2], target = 3
Output: -1






";"
```cpp
class Solution {
public:
    int search(vector<int>& nums, int target) {
        int l = 0, h = nums.size();
        while (l < h) {
            int m = (l + h) / 2;
            if (nums[m] < target) {
                if (nums[m] >= nums[0]) l = m + 1; 
                else { if (target >= nums[0]) h = m; else l = m + 1; }
            } else if (nums[m] > target) {
                if (nums[m] >= nums[0]) { if (target >= nums[0]) h = m; else l = m + 1; }
                else h = m;
            } else {
                return m;
            }
        }
        return -1;
    }
};
```

* 在正常的二分查找逻辑中，增加nums[m]和target是否在同一侧的判断。
* 判断的方法为，中间是否存在nums[0]。


```cpp
class Solution {
public:
    int search(vector<int>& nums, int target) {
        int l = 0, h = nums.size();
        while (l < h) {
            int m = (l + h) / 2;
            if (nums[m] < target) {
                if (nums[m] < nums[0] && nums[0] <= target ) h = m;     else l = m + 1;
            } else if (nums[m] > target) {
                if (target  < nums[0] && nums[0] <= nums[m]) l = m + 1; else h = m;
            } else {
                return m;
            }
        }
        return -1;
    }
};
```


"
0032 Longest Valid Parentheses;"https://leetcode.com/problems/longest-valid-parentheses/description/

* algorithms
* Hard (24.96%)
* Total Accepted:    174.7K
* Total Submissions: 699.7K
* Testcase Example:  '""(()""'

Given a string containing just the characters '(' and ')', find the length of the longest valid (well-formed) parentheses substring.

Example 1:


Input: ""(()""
Output: 2
Explanation: The longest valid parentheses substring is ""()""


Example 2:


Input: "")()())""
Output: 4
Explanation: The longest valid parentheses substring is ""()()""








";"
思路：动态规划，有效的括号序列是由多个单有效括号序列组成的：(...)(...)(...) 。设f[i]表示以i为结束位置的最长有效括号序列的长度，则当[l,i]有效时f[i] = f[l-1] + i-l+1

```cpp
class Solution {
public:
    int longestValidParentheses(string& s) {
        stack<int> t; vector<int> f(s.length(), 0); int result = 0;
        for (int i=0; i<s.length(); ++i) {
            if (s[i] == '(') t.push(i);
            else if (!t.empty()) {
                int l = t.top(); t.pop();
                f[i] = i - l + 1 + (l>0 ? f[l-1] : 0);
                result = max(result, f[i]);
            }
        }
        return result;
    }
};
```


"
0031 Next Permutation;"https://leetcode.com/problems/next-permutation/description/

* algorithms
* Medium (30.07%)
* Total Accepted:    216.1K
* Total Submissions: 718.6K
* Testcase Example:  '[1,2,3]'

Implement next permutation, which rearranges numbers into the lexicographically next greater permutation of numbers.

If such arrangement is not possible, it must rearrange it as the lowest possible order (ie, sorted in ascending order).

The replacement must be in-place and use only constant extra memory.

Here are some examples. Inputs are in the left-hand column and its corresponding outputs are in the right-hand column.

1,2,3 → 1,3,2
3,2,1 → 1,2,3
1,1,5 → 1,5,1






";"
思路：

1. 从尾部开始找到第一个不满足逆序序列的元素i
2. 在逆序序列中找到最接近的较小元素j
3. 交换i和j，并将逆序序列反置

```cpp
class Solution {
public:
    void nextPermutation(vector<int>& nums) {
        int i=0, j=0, len=nums.size();
        i=len-2; while (i>=0 && nums[i+1]<=nums[i]) --i;
        if (i == -1) { reverse(nums.begin(), nums.end()); return; }
        j=len-1; while (j>i && nums[i]>=nums[j]) --j;
        swap(nums[i], nums[j]);
        reverse(nums.begin()+i+1, nums.end());
    }
};
```


"
0030 Substring with Concatenation of All Words;"https://leetcode.com/problems/substring-with-concatenation-of-all-words/description/

* algorithms
* Hard (23.18%)
* Total Accepted:    124K
* Total Submissions: 534.7K
* Testcase Example:  '""barfoothefoobarman""\n[""foo"",""bar""]'

You are given a string, s, and a list of words, words, that are all of the same length. Find all starting indices of substring(s) in s that is a concatenation of each word in words exactly once and without any intervening characters.

Example 1:


Input:
  s = ""barfoothefoobarman"",
  words = [""foo"",""bar""]
Output: [0,9]
Explanation: Substrings starting at index 0 and 9 are ""barfoor"" and ""foobar"" respectively.
The output order does not matter, returning [9,0] is fine too.


Example 2:


Input:
  s = ""wordgoodgoodgoodbestword"",
  words = [""word"",""good"",""best"",""word""]
Output: []








";"
思路：用的map，耗时206ms，超过45%

```cpp
class Solution {
public:
    vector<int> findSubstring(const string& s, vector<string>& words) {
        map<string, int> tbl; map<string, int> vst;
        vector<int> result;
        if (words.empty()) return result;
        int lenW = words[0].length(), lenT = words.size() * lenW, lenS = s.length();
        if (s.size() < lenT) return result;
        for (auto &word : words) tbl[word] = tbl.find(word) == tbl.end() ? 1 : tbl[word]+1;
        for (int i = 0; i <= lenS - lenT; i++) {
            string tar = s.substr(i, lenW);
            if (tbl.find(tar) != tbl.end()) {
                int fnd = 1;
                vst[tar] = 1;
                for (int j = lenW; j < lenT; j += lenW) {
                    tar = s.substr(i+j, lenW);
                    if (tbl.find(tar) != tbl.end()) {
                        vst[tar] = vst.find(tar) == vst.end() ? 1 : vst[tar]+1;
                        if (tbl[tar] >= vst[tar]) fnd++; else break;
                    } else break;
                }
                vst.clear();
                if (fnd == words.size()) result.push_back(i);
            }
        }
        return result;
    }
};
```

用unorderd_map试试，好像还慢了一些，299ms，击败24%

```cpp
class Solution {
public:
    vector<int> findSubstring(const string& s, vector<string>& words) {
        unordered_map<string, int> tbl; unordered_map<string, int> vst;
        vector<int> result;
        if (words.empty()) return result;
        int lenW = words[0].length(), lenT = words.size() * lenW, lenS = s.length();
        if (s.size() < lenT) return result;
        for (auto &word : words) tbl[word] = tbl.find(word) == tbl.end() ? 1 : tbl[word]+1;
        for (int i = 0; i <= lenS - lenT; i++) {
            string tar = s.substr(i, lenW);
            if (tbl.find(tar) != tbl.end()) {
                int fnd = 1;
                vst[tar] = 1;
                for (int j = lenW; j < lenT; j += lenW) {
                    tar = s.substr(i+j, lenW);
                    if (tbl.find(tar) != tbl.end()) {
                        vst[tar] = vst.find(tar) == vst.end() ? 1 : vst[tar]+1;
                        if (tbl[tar] >= vst[tar]) fnd++; else break;
                    } else {
                        break;
                    }
                }
                vst.clear();
                if (fnd == words.size()) result.push_back(i);
            }
        }
        return result;
    }
};
```

用unordered_multiset，直接超时。

```cpp
class Solution {
public:
    vector<int> findSubstring(const string& s, vector<string>& words) {
        unordered_multiset<string> tbl; unordered_multiset<string> vst;
        vector<int> result;
        if (words.empty()) return result;
        int lenW = words[0].length(), lenT = words.size() * lenW, lenS = s.length();
        if (s.size() < lenT) return result;
        for (auto &word : words) tbl.insert(word);
        for (int i = 0; i <= lenS-lenT; i++) {
            string tar = s.substr(i, lenW);
            if (tbl.find(tar) != tbl.end()) {
                int fnd = 1;
                vst.insert(tar);
                for (int j = lenW; j < lenT; j += lenW) {
                    tar = s.substr(i+j, lenW);
                    if (tbl.find(tar) != tbl.end() && tbl.count(tar) > vst.count(tar)) {
                        vst.insert(tar);
                        fnd++;
                    } else {
                        break;
                    }
                }
                vst.clear();
                if (fnd == words.size()) result.push_back(i);
            }
        }
        return result;
    }
};
```

貌似还有O(n)的解法，没想出来。


"
0029 Divide Two Integers;"https://leetcode.com/problems/divide-two-integers/description/

* algorithms
* Medium (16.09%)
* Total Accepted:    181.8K
* Total Submissions: 1.1M
* Testcase Example:  '10\n3'

Given two integers dividend and divisor, divide two integers without using multiplication, division and mod operator.

Return the quotient after dividing dividend by divisor.

The integer division should truncate toward zero.

Example 1:


Input: dividend = 10, divisor = 3
Output: 3

Example 2:


Input: dividend = 7, divisor = -3
Output: -2

Note:


	Both dividend and divisor will be 32-bit signed integers.
	The divisor will never be 0.
	Assume we are dealing with an environment which could only store integers within the 32-bit signed integer range: [−231,  231 − 1]. For the purpose of this problem, assume that your function returns 231 − 1 when the division result overflows.








";"
思路：

* unsigned int(0 ~ 4294967295), INT_MIN(-2147483648), INT_MAX(2147483647)。
* INT_MAX的二进制表示为：0111 1111 1111 1111 1111 1111 1111 1111
* INT_MIN的二进制表示为：1000 0000 0000 0000 0000 0000 0000 0000
* int型最高为为符号位，0正1负。CPU眼中只有数值，INT_MAX + 1 == INT_MIN。
* unsigned int最大表示： 1111 1111 1111 1111 1111 1111 1111 1111
* unsigned int可以防止转换为正数时溢出。
* 当unsigned int值为-INT_MIN(2147483648)再左移会溢出。
* \+ 比 << 优先级要高，详见：http://www.jb51.net/article/37282.htm

```cpp
class Solution {
public:
    int divide(int dividend, int divisor) {
        long long a = dividend>=0 ? dividend : -(long long)dividend;
        long long b = divisor>=0  ? divisor  : -(long long)divisor;
        long long r = 0; int i = 0;
        while (b<<1 < a) { i++; b<<=1; };
        while (a>=b || i>0) {
            a -= b; r += 1<<i;
            while (a < b && i > 0) { i--; b>>=1; }
        }
        if ((dividend^divisor)>>31) r = -r;
        else if (r > INT_MAX)       r = INT_MAX;
        return r;
    }
};
```

```cpp
class Solution {
public:
    int divide(int dividend, int divisor) {
        unsigned int a = dividend>=0 ? dividend : -dividend;
        unsigned int b = divisor>=0  ? divisor  : -divisor;
        int r=0; long long bb; int i;
        while (a >= b) for (i=0, bb=b; a >= bb; i++, bb<<=1) {
            a -= bb; r += 1<<i;
        }
        if      ((dividend^divisor)>>31)     r = -r;
        else if ((unsigned int)r > INT_MAX)  r = INT_MAX;
        return r;
    }
};
```


"
0028 Implement strStr();"https://leetcode.com/problems/implement-strstr/description/

* algorithms
* Easy (31.29%)
* Total Accepted:    387.5K
* Total Submissions: 1.2M
* Testcase Example:  '""hello""\n""ll""'

Implement strStr().

Return the index of the first occurrence of needle in haystack, or -1 if needle is not part of haystack.

Example 1:


Input: haystack = ""hello"", needle = ""ll""
Output: 2


Example 2:


Input: haystack = ""aaaaa"", needle = ""bba""
Output: -1


Clarification:

What should we return when needle is an empty string? This is a great question to ask during an interview.

For the purpose of this problem, we will return 0 when needle is an empty string. This is consistent to C's strstr() and Java's indexOf().






";"
思路：暴力求解
耗时3ms

```cpp
class Solution {
public:
    int strStr(const string &haystack, const string &needle) {
        int lenH = haystack.length(), lenN = needle.length();
        if (lenH < lenN) return -1;
        for (int i = 0; i <= lenH - lenN; i++) {
            bool eq = true;
            for (int j = 0; j < lenN; j++) 
                if (haystack[i+j] != needle[j]) { eq = false; break; }
            if (eq) return i;
        }
        return -1;
    }
};
```


"
0027 Remove Element;"https://leetcode.com/problems/remove-element/description/

* algorithms
* Easy (43.64%)
* Total Accepted:    376K
* Total Submissions: 861.4K
* Testcase Example:  '[3,2,2,3]\n3'

Given an array nums and a value val, remove all instances of that value in-place and return the new length.

Do not allocate extra space for another array, you must do this by modifying the input array in-place with O(1) extra memory.

The order of elements can be changed. It doesn't matter what you leave beyond the new length.

Example 1:


Given nums = [3,2,2,3], val = 3,

Your function should return length = 2, with the first two elements of nums being 2.

It doesn't matter what you leave beyond the returned length.


Example 2:


Given nums = [0,1,2,2,3,0,4,2], val = 2,

Your function should return length = 5, with the first five elements of nums containing 0, 1, 3, 0, and 4.

Note that the order of those five elements can be arbitrary.

It doesn't matter what values are set beyond the returned length.

Clarification:

Confused why the returned value is an integer but your answer is an array?

Note that the input array is passed in by reference, which means modification to the input array will be known to the caller as well.

Internally you can think of this:


// nums is passed in by reference. (i.e., without making a copy)
int len = removeElement(nums, val);

// any modification to nums in your function would be known by the caller.
// using the length returned by your function, it prints the first len elements.
for (int i = 0; i < len; i++) {
    print(nums[i]);
}






";"
```cpp
class Solution {
public:
    int removeElement(vector<int>& nums, int val) {
        int i = 0, j = 0;
        for (j = 0; j < nums.size(); j++) {
            if (nums[j] == val) continue;
            nums[i++] = nums[j];
        }
        return i;
    }
};
```


"
0026 Remove Duplicates from Sorted Array;"https://leetcode.com/problems/remove-duplicates-from-sorted-array/description/

* algorithms
* Easy (39.72%)
* Total Accepted:    533K
* Total Submissions: 1.3M
* Testcase Example:  '[1,1,2]'

Given a sorted array nums, remove the duplicates in-place such that each element appear only once and return the new length.

Do not allocate extra space for another array, you must do this by modifying the input array in-place with O(1) extra memory.

Example 1:


Given nums = [1,1,2],

Your function should return length = 2, with the first two elements of nums being 1 and 2 respectively.

It doesn't matter what you leave beyond the returned length.

Example 2:


Given nums = [0,0,1,1,1,2,2,3,3,4],

Your function should return length = 5, with the first five elements of nums being modified to 0, 1, 2, 3, and 4 respectively.

It doesn't matter what values are set beyond the returned length.


Clarification:

Confused why the returned value is an integer but your answer is an array?

Note that the input array is passed in by reference, which means modification to the input array will be known to the caller as well.

Internally you can think of this:


// nums is passed in by reference. (i.e., without making a copy)
int len = removeDuplicates(nums);

// any modification to nums in your function would be known by the caller.
// using the length returned by your function, it prints the first len elements.
for (int i = 0; i < len; i++) {
    print(nums[i]);
}






";"```cpp
class Solution {
public:
    int removeDuplicates(vector<int>& nums) {
        auto len = nums.size();
        if (len <= 1) return len;
        int last = nums[0], i = 1, j = 1;
        while (j < len) {
            if (nums[j] != last) { nums[i++] = nums[j]; last = nums[j]; }
            j++;
        }
        return i;
    }
};
```


"
0025 Reverse Nodes in k-Group;"https://leetcode.com/problems/reverse-nodes-in-k-group/description/

* algorithms
* Hard (35.41%)
* Total Accepted:    169.7K
* Total Submissions: 479.1K
* Testcase Example:  '[1,2,3,4,5]\n2'

Given a linked list, reverse the nodes of a linked list k at a time and return its modified list.

k is a positive integer and is less than or equal to the length of the linked list. If the number of nodes is not a multiple of k then left-out nodes in the end should remain as it is.




Example:

Given this linked list: 1->2->3->4->5

For k = 2, you should return: 2->1->4->3->5

For k = 3, you should return: 3->2->1->4->5

Note:


	Only constant extra memory is allowed.
	You may not alter the values in the list's nodes, only nodes itself may be changed.







";"
```cpp
/**
 * Definition for singly-linked list.
 * struct ListNode {
 *     int val;
 *     ListNode *next;
 *     ListNode(int x) : val(x), next(NULL) {}
 * };
 */
class Solution {
public:
    ListNode* reverseKGroup(ListNode* head, int k) {
        if (k == 1) return head;
        ListNode dummy(0); dummy.next = head;
        ListNode *p = &dummy, *q, *hold, *first, *last;
        while (true) {
            q = p;
            for (int i = 0; i < k; ++i) if (q && q->next) q = q->next; else return dummy.next;
            hold = q->next; q->next = nullptr;
            reverseList(p->next, &first, &last);
            p->next = first; last->next = hold; p = last;
        }
        
        return dummy.next;
    }
    
    void reverseList(ListNode *head, ListNode **first, ListNode **last) {
        static ListNode dummy(0); dummy.next = head; 
        ListNode *a = &dummy, *b = a->next, *c = nullptr;
        while (b) { c = b->next; b->next = a; a = b; b = c; }
        *first = a; *last = head; head->next = nullptr;
    }
};
```


"
0024 Swap Nodes in Pairs;"https://leetcode.com/problems/swap-nodes-in-pairs/description/

* algorithms
* Medium (43.27%)
* Total Accepted:    284.7K
* Total Submissions: 657.6K
* Testcase Example:  '[1,2,3,4]'

Given a linked list, swap every two adjacent nodes and return its head.

You may not modify the values in the list's nodes, only nodes itself may be changed.

 

Example:


Given 1->2->3->4, you should return the list as 2->1->4->3.







";"
```cpp
/**
 * Definition for singly-linked list.
 * struct ListNode {
 *     int val;
 *     ListNode *next;
 *     ListNode(int x) : val(x), next(NULL) {}
 * };
 */
class Solution {
public:
    ListNode* swapPairs(ListNode* head) {
        ListNode dummy(0); dummy.next = head;
        ListNode *p = &dummy, *a, *b, *tmp;
        while (true) {
            if (p->next) a = p->next; else break;
            if (a->next) b = a->next; else break;
            tmp = b->next;
            b->next = a; a->next = tmp; p->next = b;
            p = a;
        }
        return dummy.next;
    }
};
```


"
